,label,message,clean_message
6933,spam,SIM card will be blocked within 10 minutes. Update details at http://bank-alert.in,sim card blocked within 10 minutes update details httpbankalertin
6934,spam,Electricity bill pending of Rs 5000. Pay urgent at http://verify-kyc.in,electricity bill pending rs 5000 pay urgent httpverifykycin
6935,spam,Job offer confirmed. Pay registration fee Rs 1000 within 10 minutes.,job offer confirmed pay registration fee rs 1000 within 10 minutes
6936,spam,Reward points worth Rs 1000 expiring urgent. Redeem at http://secure-update.in,reward points worth rs 1000 expiring urgent redeem httpsecureupdatein
6937,spam,Job offer confirmed. Pay registration fee Rs 2500000 urgent.,job offer confirmed pay registration fee rs 2500000 urgent
6938,spam,PAN not linked with Aadhaar. Update within 10 minutes.,pan linked aadhaar update within 10 minutes
6939,spam,Job offer confirmed. Pay registration fee Rs 500 today.,job offer confirmed pay registration fee rs 500 today
6940,spam,Job offer confirmed. Pay registration fee Rs 2500000 now.,job offer confirmed pay registration fee rs 2500000
6941,spam,Electricity bill pending of Rs 5000. Pay immediately at http://verify-kyc.in,electricity bill pending rs 5000 pay immediately httpverifykycin
6942,ham,"Reached safely, call you later.",reached safely call later
6943,ham,See you in college tomorrow.,see college tomorrow
6944,spam,"Your account credited with Rs 500000. If not you, report today.",account credited rs 500000 report today
6945,spam,Job offer confirmed. Pay registration fee Rs 5000 urgent.,job offer confirmed pay registration fee rs 5000 urgent
6946,ham,Movie plan at 6 pm?,movie plan 6 pm
6947,spam,"Dear customer, your HDFC account will be blocked immediately. Update KYC at http://bank-alert.in",dear customer hdfc account blocked immediately update kyc httpbankalertin
6948,ham,See you in college tomorrow.,see college tomorrow
6949,spam,RBI alert: Suspicious activity detected. Verify urgent.,rbi alert suspicious activity detected verify urgent
6950,ham,Assignment deadline is Monday.,assignment deadline monday
6951,ham,Train arriving at 7 pm.,train arriving 7 pm
6952,spam,PAN not linked with Aadhaar. Update today.,pan linked aadhaar update today
6953,spam,"Dear customer, your ICICI account will be blocked urgent. Update KYC at http://bank-alert.in",dear customer icici account blocked urgent update kyc httpbankalertin
6954,spam,Your ATM card blocked. Share OTP within 10 minutes.,atm card blocked share otp within 10 minutes
6955,spam,"Dear customer, your PNB account will be blocked now. Update KYC at http://bank-alert.in",dear customer pnb account blocked update kyc httpbankalertin
6956,spam,Your UPI ID hitesh@upi is suspended. Verify now.,upi id hiteshupi suspended verify
6957,spam,Job offer confirmed. Pay registration fee Rs 1000 urgent.,job offer confirmed pay registration fee rs 1000 urgent
6958,ham,Let's go for dinner tonight.,lets go dinner tonight
6959,spam,"Your account credited with Rs 25000. If not you, report within 10 minutes.",account credited rs 25000 report within 10 minutes
6960,spam,Your UPI ID rahul@ybl is suspended. Verify today.,upi id rahulybl suspended verify today
6961,spam,Electricity bill pending of Rs 2500000. Pay today at http://upi-check.in,electricity bill pending rs 2500000 pay today httpupicheckin
6962,ham,"Reached safely, call you later.",reached safely call later
6963,spam,SIM card will be blocked today. Update details at http://bank-alert.in,sim card blocked today update details httpbankalertin
6964,spam,Income tax refund Rs 10000 approved. Claim within 10 minutes.,income tax refund rs 10000 approved claim within 10 minutes
6965,ham,Please send the notes.,please send notes
6966,spam,"Your account credited with Rs 10000. If not you, report within 10 minutes.",account credited rs 10000 report within 10 minutes
6967,spam,Job offer confirmed. Pay registration fee Rs 500 now.,job offer confirmed pay registration fee rs 500
6968,spam,Pre-approved loan of Rs 2500000. Apply urgent.,preapproved loan rs 2500000 apply urgent
6969,ham,"Reached safely, call you later.",reached safely call later
6970,spam,Income tax refund Rs 25000 approved. Claim within 10 minutes.,income tax refund rs 25000 approved claim within 10 minutes
6971,spam,Pre-approved loan of Rs 10000. Apply immediately.,preapproved loan rs 10000 apply immediately
6972,spam,RBI alert: Suspicious activity detected. Verify today.,rbi alert suspicious activity detected verify today
6973,spam,"Your account credited with Rs 25000. If not you, report immediately.",account credited rs 25000 report immediately
6974,ham,Recharge successful for Rs 25000.,recharge successful rs 25000
6975,spam,KYC incomplete for HDFC. Submit documents within 10 minutes.,kyc incomplete hdfc submit documents within 10 minutes
6976,spam,Reward points worth Rs 1000 expiring today. Redeem at http://verify-kyc.in,reward points worth rs 1000 expiring today redeem httpverifykycin
6977,spam,KYC incomplete for Bank of Baroda. Submit documents immediately.,kyc incomplete bank baroda submit documents immediately
6978,spam,"Dear customer, your Axis Bank account will be blocked urgent. Update KYC at http://upi-check.in",dear customer axis bank account blocked urgent update kyc httpupicheckin
6979,ham,Movie plan at 6 pm?,movie plan 6 pm
6980,spam,Your ATM card blocked. Share OTP within 10 minutes.,atm card blocked share otp within 10 minutes
6981,spam,Your ATM card blocked. Share OTP today.,atm card blocked share otp today
6982,ham,Office meeting link shared on WhatsApp.,office meeting link shared whatsapp
6983,spam,"Dear customer, your HDFC account will be blocked now. Update KYC at http://verify-kyc.in",dear customer hdfc account blocked update kyc httpverifykycin
6984,spam,Pre-approved loan of Rs 1000. Apply now.,preapproved loan rs 1000 apply
6985,spam,Parcel on hold. Update address urgent at http://reward-claim.in,parcel hold update address urgent httprewardclaimin
6986,ham,Electricity bill payment of Rs 500000 received.,electricity bill payment rs 500000 received
6987,spam,Reward points worth Rs 2500000 expiring within 10 minutes. Redeem at http://upi-check.in,reward points worth rs 2500000 expiring within 10 minutes redeem httpupicheckin
6988,spam,Your UPI ID amit@paytm is suspended. Verify urgent.,upi id amitpaytm suspended verify urgent
6989,spam,Congratulations! You won Rs 2500000. Claim urgent.,congratulations rs 2500000 claim urgent
6990,spam,"Your account credited with Rs 10000. If not you, report today.",account credited rs 10000 report today
6991,spam,RBI alert: Suspicious activity detected. Verify now.,rbi alert suspicious activity detected verify
6992,spam,SIM card will be blocked immediately. Update details at http://verify-kyc.in,sim card blocked immediately update details httpverifykycin
6993,spam,Pre-approved loan of Rs 1000. Apply within 10 minutes.,preapproved loan rs 1000 apply within 10 minutes
6994,spam,Parcel on hold. Update address within 10 minutes at http://upi-check.in,parcel hold update address within 10 minutes httpupicheckin
6995,ham,Movie plan at 6 pm?,movie plan 6 pm
6996,spam,KYC incomplete for Bank of Baroda. Submit documents urgent.,kyc incomplete bank baroda submit documents urgent
6997,spam,Income tax refund Rs 500000 approved. Claim now.,income tax refund rs 500000 approved claim
6998,spam,Your ATM card blocked. Share OTP now.,atm card blocked share otp
6999,ham,Happy Birthday!,happy birthday
7000,spam,Your UPI ID rahul@ybl is suspended. Verify urgent.,upi id rahulybl suspended verify urgent
7001,spam,Income tax refund Rs 2500000 approved. Claim today.,income tax refund rs 2500000 approved claim today
7002,spam,Income tax refund Rs 500 approved. Claim now.,income tax refund rs 500 approved claim
7003,spam,"Dear customer, your Bank of Baroda account will be blocked today. Update KYC at http://secure-update.in",dear customer bank baroda account blocked today update kyc httpsecureupdatein
7004,spam,Congratulations! You won Rs 500. Claim today.,congratulations rs 500 claim today
7005,spam,PAN not linked with Aadhaar. Update immediately.,pan linked aadhaar update immediately
7006,spam,Parcel on hold. Update address today at http://secure-update.in,parcel hold update address today httpsecureupdatein
7007,spam,"Dear customer, your ICICI account will be blocked immediately. Update KYC at http://verify-kyc.in",dear customer icici account blocked immediately update kyc httpverifykycin
7008,spam,Your ATM card blocked. Share OTP now.,atm card blocked share otp
7009,spam,Job offer confirmed. Pay registration fee Rs 500 today.,job offer confirmed pay registration fee rs 500 today
7010,spam,"Your account credited with Rs 500. If not you, report within 10 minutes.",account credited rs 500 report within 10 minutes
7011,spam,RBI alert: Suspicious activity detected. Verify within 10 minutes.,rbi alert suspicious activity detected verify within 10 minutes
7012,spam,Pre-approved loan of Rs 1000. Apply immediately.,preapproved loan rs 1000 apply immediately
7013,spam,Job offer confirmed. Pay registration fee Rs 25000 urgent.,job offer confirmed pay registration fee rs 25000 urgent
7014,spam,Pre-approved loan of Rs 500. Apply immediately.,preapproved loan rs 500 apply immediately
7015,spam,KYC incomplete for SBI. Submit documents today.,kyc incomplete sbi submit documents today
7016,spam,Your ATM card blocked. Share OTP today.,atm card blocked share otp today
7017,spam,"Dear customer, your PNB account will be blocked now. Update KYC at http://verify-kyc.in",dear customer pnb account blocked update kyc httpverifykycin
7018,spam,"Your account credited with Rs 25000. If not you, report today.",account credited rs 25000 report today
7019,spam,KYC incomplete for Axis Bank. Submit documents within 10 minutes.,kyc incomplete axis bank submit documents within 10 minutes
7020,spam,SIM card will be blocked immediately. Update details at http://verify-kyc.in,sim card blocked immediately update details httpverifykycin
7021,spam,Job offer confirmed. Pay registration fee Rs 25000 urgent.,job offer confirmed pay registration fee rs 25000 urgent
7022,spam,Pre-approved loan of Rs 1000. Apply urgent.,preapproved loan rs 1000 apply urgent
7023,ham,See you in college tomorrow.,see college tomorrow
7024,spam,"Dear customer, your Bank of Baroda account will be blocked immediately. Update KYC at http://bank-alert.in",dear customer bank baroda account blocked immediately update kyc httpbankalertin
7025,ham,Your order from Amazon is delivered.,order amazon delivered
7026,spam,Income tax refund Rs 25000 approved. Claim now.,income tax refund rs 25000 approved claim
7027,spam,Electricity bill pending of Rs 25000. Pay within 10 minutes at http://secure-update.in,electricity bill pending rs 25000 pay within 10 minutes httpsecureupdatein
7028,spam,Your ATM card blocked. Share OTP urgent.,atm card blocked share otp urgent
7029,spam,Pre-approved loan of Rs 25000. Apply now.,preapproved loan rs 25000 apply
7030,spam,PAN not linked with Aadhaar. Update within 10 minutes.,pan linked aadhaar update within 10 minutes
7031,spam,Job offer confirmed. Pay registration fee Rs 25000 urgent.,job offer confirmed pay registration fee rs 25000 urgent
7032,spam,"Dear customer, your SBI account will be blocked now. Update KYC at http://bank-alert.in",dear customer sbi account blocked update kyc httpbankalertin
7033,spam,Your ATM card blocked. Share OTP urgent.,atm card blocked share otp urgent
7034,spam,Income tax refund Rs 10000 approved. Claim within 10 minutes.,income tax refund rs 10000 approved claim within 10 minutes
7035,spam,Reward points worth Rs 500 expiring within 10 minutes. Redeem at http://secure-update.in,reward points worth rs 500 expiring within 10 minutes redeem httpsecureupdatein
7036,spam,Income tax refund Rs 500 approved. Claim within 10 minutes.,income tax refund rs 500 approved claim within 10 minutes
7037,spam,PAN not linked with Aadhaar. Update immediately.,pan linked aadhaar update immediately
7038,spam,Parcel on hold. Update address today at http://secure-update.in,parcel hold update address today httpsecureupdatein
7039,spam,Income tax refund Rs 10000 approved. Claim today.,income tax refund rs 10000 approved claim today
7040,spam,"Dear customer, your Axis Bank account will be blocked urgent. Update KYC at http://bank-alert.in",dear customer axis bank account blocked urgent update kyc httpbankalertin
7041,spam,Parcel on hold. Update address within 10 minutes at http://upi-check.in,parcel hold update address within 10 minutes httpupicheckin
7042,ham,Meeting postponed to tomorrow 10 am.,meeting postponed tomorrow 10
7043,spam,"Dear customer, your PNB account will be blocked today. Update KYC at http://upi-check.in",dear customer pnb account blocked today update kyc httpupicheckin
7044,spam,Parcel on hold. Update address today at http://verify-kyc.in,parcel hold update address today httpverifykycin
7045,spam,Reward points worth Rs 5000 expiring immediately. Redeem at http://bank-alert.in,reward points worth rs 5000 expiring immediately redeem httpbankalertin
7046,ham,Electricity bill payment of Rs 25000 received.,electricity bill payment rs 25000 received
7047,ham,Your order from Amazon is delivered.,order amazon delivered
7048,spam,Pre-approved loan of Rs 5000. Apply urgent.,preapproved loan rs 5000 apply urgent
7049,spam,Electricity bill pending of Rs 1000. Pay immediately at http://upi-check.in,electricity bill pending rs 1000 pay immediately httpupicheckin
7050,ham,Recharge successful for Rs 5000.,recharge successful rs 5000
7051,spam,Job offer confirmed. Pay registration fee Rs 500 within 10 minutes.,job offer confirmed pay registration fee rs 500 within 10 minutes
7052,spam,Your UPI ID user@okaxis is suspended. Verify immediately.,upi id userokaxis suspended verify immediately
7053,ham,Assignment deadline is Monday.,assignment deadline monday
7054,ham,Assignment deadline is Monday.,assignment deadline monday
7055,ham,Assignment deadline is Monday.,assignment deadline monday
7056,spam,RBI alert: Suspicious activity detected. Verify urgent.,rbi alert suspicious activity detected verify urgent
7057,spam,RBI alert: Suspicious activity detected. Verify immediately.,rbi alert suspicious activity detected verify immediately
7058,spam,Electricity bill pending of Rs 500. Pay today at http://secure-update.in,electricity bill pending rs 500 pay today httpsecureupdatein
7059,ham,Train arriving at 7 pm.,train arriving 7 pm
7060,spam,Job offer confirmed. Pay registration fee Rs 500 immediately.,job offer confirmed pay registration fee rs 500 immediately
7061,spam,KYC incomplete for HDFC. Submit documents today.,kyc incomplete hdfc submit documents today
7062,spam,Job offer confirmed. Pay registration fee Rs 25000 now.,job offer confirmed pay registration fee rs 25000
7063,spam,Your UPI ID hitesh@upi is suspended. Verify now.,upi id hiteshupi suspended verify
7064,spam,Income tax refund Rs 1000 approved. Claim immediately.,income tax refund rs 1000 approved claim immediately
7065,spam,Electricity bill pending of Rs 1000. Pay immediately at http://secure-update.in,electricity bill pending rs 1000 pay immediately httpsecureupdatein
7066,spam,SIM card will be blocked urgent. Update details at http://secure-update.in,sim card blocked urgent update details httpsecureupdatein
7067,spam,SIM card will be blocked urgent. Update details at http://verify-kyc.in,sim card blocked urgent update details httpverifykycin
7068,spam,Pre-approved loan of Rs 500000. Apply now.,preapproved loan rs 500000 apply
7069,spam,RBI alert: Suspicious activity detected. Verify today.,rbi alert suspicious activity detected verify today
7070,spam,Your ATM card blocked. Share OTP today.,atm card blocked share otp today
7071,ham,"Reached safely, call you later.",reached safely call later
7072,spam,"Dear customer, your HDFC account will be blocked today. Update KYC at http://verify-kyc.in",dear customer hdfc account blocked today update kyc httpverifykycin
7073,spam,Your UPI ID user@okaxis is suspended. Verify immediately.,upi id userokaxis suspended verify immediately
7074,spam,RBI alert: Suspicious activity detected. Verify now.,rbi alert suspicious activity detected verify
7075,spam,Congratulations! You won Rs 500. Claim within 10 minutes.,congratulations rs 500 claim within 10 minutes
7076,spam,Income tax refund Rs 25000 approved. Claim urgent.,income tax refund rs 25000 approved claim urgent
7077,spam,Income tax refund Rs 25000 approved. Claim now.,income tax refund rs 25000 approved claim
7078,spam,Job offer confirmed. Pay registration fee Rs 2500000 immediately.,job offer confirmed pay registration fee rs 2500000 immediately
7079,ham,Your order from Amazon is delivered.,order amazon delivered
7080,spam,RBI alert: Suspicious activity detected. Verify today.,rbi alert suspicious activity detected verify today
7081,spam,"Dear customer, your PNB account will be blocked immediately. Update KYC at http://reward-claim.in",dear customer pnb account blocked immediately update kyc httprewardclaimin
7082,spam,Job offer confirmed. Pay registration fee Rs 10000 now.,job offer confirmed pay registration fee rs 10000
7083,ham,Movie plan at 6 pm?,movie plan 6 pm
7084,spam,Your UPI ID rahul@ybl is suspended. Verify now.,upi id rahulybl suspended verify
7085,spam,Reward points worth Rs 2500000 expiring immediately. Redeem at http://verify-kyc.in,reward points worth rs 2500000 expiring immediately redeem httpverifykycin
7086,spam,PAN not linked with Aadhaar. Update urgent.,pan linked aadhaar update urgent
7087,spam,Reward points worth Rs 10000 expiring immediately. Redeem at http://verify-kyc.in,reward points worth rs 10000 expiring immediately redeem httpverifykycin
7088,spam,Income tax refund Rs 10000 approved. Claim urgent.,income tax refund rs 10000 approved claim urgent
7089,ham,Recharge successful for Rs 10000.,recharge successful rs 10000
7090,spam,SIM card will be blocked urgent. Update details at http://bank-alert.in,sim card blocked urgent update details httpbankalertin
7091,spam,Electricity bill pending of Rs 5000. Pay urgent at http://reward-claim.in,electricity bill pending rs 5000 pay urgent httprewardclaimin
7092,spam,Reward points worth Rs 1000 expiring now. Redeem at http://secure-update.in,reward points worth rs 1000 expiring redeem httpsecureupdatein
7093,ham,I will reach home in 20 minutes.,reach home 20 minutes
7094,spam,PAN not linked with Aadhaar. Update urgent.,pan linked aadhaar update urgent
7095,spam,Job offer confirmed. Pay registration fee Rs 1000 within 10 minutes.,job offer confirmed pay registration fee rs 1000 within 10 minutes
7096,ham,Assignment deadline is Monday.,assignment deadline monday
7097,spam,Job offer confirmed. Pay registration fee Rs 1000 urgent.,job offer confirmed pay registration fee rs 1000 urgent
7098,spam,Your UPI ID rahul@ybl is suspended. Verify within 10 minutes.,upi id rahulybl suspended verify within 10 minutes
7099,ham,Movie plan at 6 pm?,movie plan 6 pm
7100,ham,Recharge successful for Rs 2500000.,recharge successful rs 2500000
7101,spam,"Dear customer, your Axis Bank account will be blocked now. Update KYC at http://verify-kyc.in",dear customer axis bank account blocked update kyc httpverifykycin
7102,spam,Electricity bill pending of Rs 25000. Pay now at http://verify-kyc.in,electricity bill pending rs 25000 pay httpverifykycin
7103,spam,SIM card will be blocked now. Update details at http://bank-alert.in,sim card blocked update details httpbankalertin
7104,ham,Office meeting link shared on WhatsApp.,office meeting link shared whatsapp
7105,ham,Assignment deadline is Monday.,assignment deadline monday
7106,ham,Please send the notes.,please send notes
7107,ham,Your order from Amazon is delivered.,order amazon delivered
7108,spam,Reward points worth Rs 1000 expiring within 10 minutes. Redeem at http://secure-update.in,reward points worth rs 1000 expiring within 10 minutes redeem httpsecureupdatein
7109,spam,Electricity bill pending of Rs 10000. Pay immediately at http://reward-claim.in,electricity bill pending rs 10000 pay immediately httprewardclaimin
7110,spam,Your UPI ID rahul@ybl is suspended. Verify urgent.,upi id rahulybl suspended verify urgent
7111,spam,Your UPI ID rahul@ybl is suspended. Verify now.,upi id rahulybl suspended verify
7112,spam,Parcel on hold. Update address now at http://verify-kyc.in,parcel hold update address httpverifykycin
7113,spam,SIM card will be blocked urgent. Update details at http://reward-claim.in,sim card blocked urgent update details httprewardclaimin
7114,ham,Electricity bill payment of Rs 500000 received.,electricity bill payment rs 500000 received
7115,ham,I will reach home in 20 minutes.,reach home 20 minutes
7116,spam,Income tax refund Rs 10000 approved. Claim immediately.,income tax refund rs 10000 approved claim immediately
7117,spam,Your ATM card blocked. Share OTP within 10 minutes.,atm card blocked share otp within 10 minutes
7118,spam,Your ATM card blocked. Share OTP urgent.,atm card blocked share otp urgent
7119,spam,PAN not linked with Aadhaar. Update immediately.,pan linked aadhaar update immediately
7120,spam,Job offer confirmed. Pay registration fee Rs 2500000 now.,job offer confirmed pay registration fee rs 2500000
7121,spam,"Dear customer, your Axis Bank account will be blocked within 10 minutes. Update KYC at http://bank-alert.in",dear customer axis bank account blocked within 10 minutes update kyc httpbankalertin
7122,spam,Reward points worth Rs 500 expiring now. Redeem at http://bank-alert.in,reward points worth rs 500 expiring redeem httpbankalertin
7123,ham,Meeting postponed to tomorrow 10 am.,meeting postponed tomorrow 10
7124,spam,KYC incomplete for HDFC. Submit documents urgent.,kyc incomplete hdfc submit documents urgent
7125,spam,"Your account credited with Rs 2500000. If not you, report today.",account credited rs 2500000 report today
7126,spam,KYC incomplete for PNB. Submit documents within 10 minutes.,kyc incomplete pnb submit documents within 10 minutes
7127,ham,Your bank transaction of Rs 500 is successful.,bank transaction rs 500 successful
7128,ham,Movie plan at 6 pm?,movie plan 6 pm
7129,spam,KYC incomplete for PNB. Submit documents within 10 minutes.,kyc incomplete pnb submit documents within 10 minutes
7130,spam,PAN not linked with Aadhaar. Update urgent.,pan linked aadhaar update urgent
7131,spam,KYC incomplete for PNB. Submit documents urgent.,kyc incomplete pnb submit documents urgent
7132,ham,"Reached safely, call you later.",reached safely call later
7133,ham,Recharge successful for Rs 500.,recharge successful rs 500
7134,spam,Job offer confirmed. Pay registration fee Rs 25000 now.,job offer confirmed pay registration fee rs 25000
7135,spam,SIM card will be blocked immediately. Update details at http://secure-update.in,sim card blocked immediately update details httpsecureupdatein
7136,spam,Reward points worth Rs 25000 expiring urgent. Redeem at http://bank-alert.in,reward points worth rs 25000 expiring urgent redeem httpbankalertin
7137,spam,SIM card will be blocked today. Update details at http://secure-update.in,sim card blocked today update details httpsecureupdatein
7138,ham,I will reach home in 20 minutes.,reach home 20 minutes
7139,spam,Your UPI ID hitesh@upi is suspended. Verify today.,upi id hiteshupi suspended verify today
7140,ham,I will reach home in 20 minutes.,reach home 20 minutes
7141,spam,Electricity bill pending of Rs 25000. Pay immediately at http://bank-alert.in,electricity bill pending rs 25000 pay immediately httpbankalertin
7142,spam,KYC incomplete for Axis Bank. Submit documents immediately.,kyc incomplete axis bank submit documents immediately
7143,spam,Job offer confirmed. Pay registration fee Rs 500000 today.,job offer confirmed pay registration fee rs 500000 today
7144,spam,Electricity bill pending of Rs 2500000. Pay within 10 minutes at http://secure-update.in,electricity bill pending rs 2500000 pay within 10 minutes httpsecureupdatein
7145,spam,RBI alert: Suspicious activity detected. Verify urgent.,rbi alert suspicious activity detected verify urgent
7146,ham,Let's go for dinner tonight.,lets go dinner tonight
7147,spam,Reward points worth Rs 500000 expiring within 10 minutes. Redeem at http://verify-kyc.in,reward points worth rs 500000 expiring within 10 minutes redeem httpverifykycin
7148,ham,Happy Birthday!,happy birthday
7149,spam,SIM card will be blocked immediately. Update details at http://bank-alert.in,sim card blocked immediately update details httpbankalertin
7150,ham,Assignment deadline is Monday.,assignment deadline monday
7151,spam,SIM card will be blocked today. Update details at http://reward-claim.in,sim card blocked today update details httprewardclaimin
7152,ham,Recharge successful for Rs 5000.,recharge successful rs 5000
7153,spam,Electricity bill pending of Rs 10000. Pay within 10 minutes at http://verify-kyc.in,electricity bill pending rs 10000 pay within 10 minutes httpverifykycin
7154,ham,Your bank transaction of Rs 25000 is successful.,bank transaction rs 25000 successful
7155,ham,Let's go for dinner tonight.,lets go dinner tonight
7156,ham,Assignment deadline is Monday.,assignment deadline monday
7157,ham,Let's go for dinner tonight.,lets go dinner tonight
7158,spam,Income tax refund Rs 25000 approved. Claim within 10 minutes.,income tax refund rs 25000 approved claim within 10 minutes
7159,spam,Congratulations! You won Rs 500. Claim today.,congratulations rs 500 claim today
7160,spam,Reward points worth Rs 2500000 expiring immediately. Redeem at http://secure-update.in,reward points worth rs 2500000 expiring immediately redeem httpsecureupdatein
7161,spam,Your UPI ID amit@paytm is suspended. Verify now.,upi id amitpaytm suspended verify
7162,spam,Reward points worth Rs 5000 expiring now. Redeem at http://verify-kyc.in,reward points worth rs 5000 expiring redeem httpverifykycin
7163,spam,RBI alert: Suspicious activity detected. Verify immediately.,rbi alert suspicious activity detected verify immediately
7164,spam,Pre-approved loan of Rs 5000. Apply within 10 minutes.,preapproved loan rs 5000 apply within 10 minutes
7165,spam,SIM card will be blocked now. Update details at http://bank-alert.in,sim card blocked update details httpbankalertin
7166,spam,Pre-approved loan of Rs 25000. Apply immediately.,preapproved loan rs 25000 apply immediately
7167,spam,KYC incomplete for HDFC. Submit documents today.,kyc incomplete hdfc submit documents today
7168,spam,"Dear customer, your HDFC account will be blocked within 10 minutes. Update KYC at http://upi-check.in",dear customer hdfc account blocked within 10 minutes update kyc httpupicheckin
7169,spam,Job offer confirmed. Pay registration fee Rs 25000 immediately.,job offer confirmed pay registration fee rs 25000 immediately
7170,ham,Office meeting link shared on WhatsApp.,office meeting link shared whatsapp
7171,spam,Parcel on hold. Update address urgent at http://reward-claim.in,parcel hold update address urgent httprewardclaimin
7172,spam,"Your account credited with Rs 25000. If not you, report within 10 minutes.",account credited rs 25000 report within 10 minutes
7173,spam,Reward points worth Rs 5000 expiring now. Redeem at http://upi-check.in,reward points worth rs 5000 expiring redeem httpupicheckin
7174,spam,KYC incomplete for Bank of Baroda. Submit documents immediately.,kyc incomplete bank baroda submit documents immediately
7175,spam,"Your account credited with Rs 25000. If not you, report immediately.",account credited rs 25000 report immediately
7176,spam,Your ATM card blocked. Share OTP now.,atm card blocked share otp
7177,spam,Your UPI ID rahul@ybl is suspended. Verify within 10 minutes.,upi id rahulybl suspended verify within 10 minutes
7178,spam,Electricity bill pending of Rs 500. Pay today at http://verify-kyc.in,electricity bill pending rs 500 pay today httpverifykycin
7179,ham,Recharge successful for Rs 2500000.,recharge successful rs 2500000
7180,spam,PAN not linked with Aadhaar. Update within 10 minutes.,pan linked aadhaar update within 10 minutes
7181,spam,Your UPI ID rahul@ybl is suspended. Verify immediately.,upi id rahulybl suspended verify immediately
7182,spam,Your UPI ID amit@paytm is suspended. Verify today.,upi id amitpaytm suspended verify today
7183,ham,Train arriving at 7 pm.,train arriving 7 pm
7184,ham,I will reach home in 20 minutes.,reach home 20 minutes
7185,spam,SIM card will be blocked immediately. Update details at http://bank-alert.in,sim card blocked immediately update details httpbankalertin
7186,spam,KYC incomplete for PNB. Submit documents urgent.,kyc incomplete pnb submit documents urgent
7187,ham,Your order from Amazon is delivered.,order amazon delivered
7188,spam,Job offer confirmed. Pay registration fee Rs 25000 today.,job offer confirmed pay registration fee rs 25000 today
7189,spam,Pre-approved loan of Rs 1000. Apply immediately.,preapproved loan rs 1000 apply immediately
7190,ham,Let's go for dinner tonight.,lets go dinner tonight
7191,ham,Your order from Amazon is delivered.,order amazon delivered
7192,spam,SIM card will be blocked today. Update details at http://verify-kyc.in,sim card blocked today update details httpverifykycin
7193,spam,RBI alert: Suspicious activity detected. Verify within 10 minutes.,rbi alert suspicious activity detected verify within 10 minutes
7194,ham,See you in college tomorrow.,see college tomorrow
7195,ham,Movie plan at 6 pm?,movie plan 6 pm
7196,spam,Your ATM card blocked. Share OTP now.,atm card blocked share otp
7197,spam,Your ATM card blocked. Share OTP now.,atm card blocked share otp
7198,spam,Job offer confirmed. Pay registration fee Rs 2500000 today.,job offer confirmed pay registration fee rs 2500000 today
7199,spam,Job offer confirmed. Pay registration fee Rs 2500000 today.,job offer confirmed pay registration fee rs 2500000 today
7200,spam,Pre-approved loan of Rs 5000. Apply today.,preapproved loan rs 5000 apply today
7201,ham,Your order from Amazon is delivered.,order amazon delivered
7202,spam,"Your account credited with Rs 1000. If not you, report today.",account credited rs 1000 report today
7203,spam,Congratulations! You won Rs 500000. Claim immediately.,congratulations rs 500000 claim immediately
7204,spam,Income tax refund Rs 25000 approved. Claim immediately.,income tax refund rs 25000 approved claim immediately
7205,spam,KYC incomplete for Axis Bank. Submit documents within 10 minutes.,kyc incomplete axis bank submit documents within 10 minutes
7206,ham,Movie plan at 6 pm?,movie plan 6 pm
7207,spam,"Dear customer, your ICICI account will be blocked today. Update KYC at http://bank-alert.in",dear customer icici account blocked today update kyc httpbankalertin
7208,spam,Congratulations! You won Rs 25000. Claim urgent.,congratulations rs 25000 claim urgent
7209,spam,Income tax refund Rs 5000 approved. Claim within 10 minutes.,income tax refund rs 5000 approved claim within 10 minutes
7210,spam,Your UPI ID amit@paytm is suspended. Verify within 10 minutes.,upi id amitpaytm suspended verify within 10 minutes
7211,ham,Recharge successful for Rs 500000.,recharge successful rs 500000
7212,spam,PAN not linked with Aadhaar. Update today.,pan linked aadhaar update today
7213,ham,Happy Birthday!,happy birthday
7214,ham,Happy Birthday!,happy birthday
7215,spam,SIM card will be blocked today. Update details at http://upi-check.in,sim card blocked today update details httpupicheckin
7216,ham,I will reach home in 20 minutes.,reach home 20 minutes
7217,spam,"Your account credited with Rs 10000. If not you, report urgent.",account credited rs 10000 report urgent
7218,ham,Your bank transaction of Rs 5000 is successful.,bank transaction rs 5000 successful
7219,spam,Parcel on hold. Update address today at http://bank-alert.in,parcel hold update address today httpbankalertin
7220,spam,PAN not linked with Aadhaar. Update within 10 minutes.,pan linked aadhaar update within 10 minutes
7221,spam,Income tax refund Rs 1000 approved. Claim within 10 minutes.,income tax refund rs 1000 approved claim within 10 minutes
7222,spam,Your ATM card blocked. Share OTP immediately.,atm card blocked share otp immediately
7223,ham,Meeting postponed to tomorrow 10 am.,meeting postponed tomorrow 10
7224,ham,Electricity bill payment of Rs 5000 received.,electricity bill payment rs 5000 received
7225,ham,Recharge successful for Rs 25000.,recharge successful rs 25000
7226,spam,"Your account credited with Rs 25000. If not you, report within 10 minutes.",account credited rs 25000 report within 10 minutes
7227,spam,"Your account credited with Rs 5000. If not you, report urgent.",account credited rs 5000 report urgent
7228,spam,PAN not linked with Aadhaar. Update urgent.,pan linked aadhaar update urgent
